"REGISTRY_ID","PGM_SYS_ACRNM","PGM_SYS_ID","INTEREST_TYPE","NAICS_CODE","PRIMARY_INDICATOR","CODE_DESCRIPTION"
"110000573665","RMP","100000058929","RMP REPORTER","22131","UNKNOWN","WATER SUPPLY AND IRRIGATION SYSTEMS"
"110000573932","RMP","100000063968","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110000576083","RMP","100000100614","RMP REPORTER","49312","UNKNOWN","REFRIGERATED WAREHOUSING AND STORAGE"
"110000576154","RMP","100000101604","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110000576154","AIR","NC0000003700100234","AIR SYNTHETIC MINOR","221320","PRIMARY","SEWAGE TREATMENT FACILITIES."
"110000576154","EIS","7787511","AIR SYNTHETIC MINOR","22132","PRIMARY","SEWAGE TREATMENT FACILITIES"
"110000576154","AIRS/AFS","3700100234","AIR SYNTHETIC MINOR","221320","PRIMARY","SEWAGE TREATMENT FACILITIES."
"110000576751","RMP","100000112763","RMP REPORTER","49312","UNKNOWN","REFRIGERATED WAREHOUSING AND STORAGE"
"110000576751","RMP","100000112763","RMP REPORTER","31152","UNKNOWN","ICE CREAM AND FROZEN DESSERT MANUFACTURING"
"110000576859","RMP","100000114253","RMP REPORTER","325211","UNKNOWN","PLASTICS MATERIAL AND RESIN MANUFACTURING."
"110000576859","AIR","NC0000003706200044","AIR MINOR","322222","PRIMARY","COATED AND LAMINATED PAPER MANUFACTURING."
"110000576859","AIR","NC0000003706200044","AIR MAJOR","322222","PRIMARY","COATED AND LAMINATED PAPER MANUFACTURING."
"110000576859","NC-FITS","1533","STATE MASTER","322222","UNKNOWN","COATED AND LAMINATED PAPER MANUFACTURING."
"110000576859","AIRS/AFS","3712300044","AIR MINOR","322222","PRIMARY","COATED AND LAMINATED PAPER MANUFACTURING."
"110000576984","AIRS/AFS","3709700256","AIR SYNTHETIC MINOR","221320","PRIMARY","SEWAGE TREATMENT FACILITIES."
"110000576984","NC-FITS","9810","STATE MASTER","562219","UNKNOWN","OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110000576984","RMP","100000115813","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110000576984","RCRAINFO","NCR000001602","UNSPECIFIED UNIVERSE","562219","PRIMARY","OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110000577741","RMP","100000126552","RMP REPORTER","325311","UNKNOWN","NITROGENOUS FERTILIZER MANUFACTURING."
"110000577741","RMP","100000126552","RMP REPORTER","115112","UNKNOWN","SOIL PREPARATION, PLANTING, AND CULTIVATING."
"110000578697","RMP","100000145014","RMP REPORTER","49312","UNKNOWN","REFRIGERATED WAREHOUSING AND STORAGE"
"110000578697","RMP","100000145014","RMP REPORTER","312113","UNKNOWN","ICE MANUFACTURING."
"110000579295","RMP","100000155486","RMP REPORTER","49312","UNKNOWN","REFRIGERATED WAREHOUSING AND STORAGE"
"110000579455","RMP","100000157803","RMP REPORTER","22132","UNKNOWN","SEWAGE TREATMENT FACILITIES"
"110000579589","RMP","100000159516","RMP REPORTER","49312","UNKNOWN","REFRIGERATED WAREHOUSING AND STORAGE"
"110000586269","TRIS","27285STHSTWESTM","TRI REPORTER","321114","PRIMARY","WOOD PRESERVATION."
"110000586296","RCRAINFO","NCD049845266","UNSPECIFIED UNIVERSE","337122","SECONDARY","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110000586296","NC-FITS","204","STATE MASTER","337122","UNKNOWN","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110000586296","TRIS","27376STNLYHWY21","TRI REPORTER","337122","PRIMARY","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110000586296","RCRAINFO","NCD049845266","UNSPECIFIED UNIVERSE","33712","PRIMARY","HOUSEHOLD AND INSTITUTIONAL FURNITURE MANUFACTURING"
"110000586296","AIRS/AFS","3712500044","AIR MAJOR","337122","PRIMARY","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110000586321","RCRAINFO","NCD067203752","UNSPECIFIED UNIVERSE","33531","PRIMARY","ELECTRICAL EQUIPMENT MANUFACTURING"
"110000586321","EIS","7234011","AIR EMISSIONS CLASSIFICATION UNKNOWN","335932","PRIMARY","NONCURRENT-CARRYING WIRING DEVICE MANUFACTURING."
"110000586321","AIRS/AFS","3718300212","AIR SYNTHETIC MINOR","335999","PRIMARY","ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING."
"110000586321","TRIS","27545SQRDCHWY64","TRI REPORTER","335314","PRIMARY","RELAY AND INDUSTRIAL CONTROL MANUFACTURING."
"110000586321","NC-FITS","604","STATE MASTER","335999","UNKNOWN","ALL OTHER MISCELLANEOUS ELECTRICAL EQUIPMENT AND COMPONENT MANUFACTURING."
"110000586349","CAMDBS","2708","AIR PROGRAM","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000586349","NC-FITS","506","STATE MASTER","221112","UNKNOWN","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000586349","ICIS","6682458","ENFORCEMENT/COMPLIANCE ACTIVITY","221122","SECONDARY","ELECTRIC POWER DISTRIBUTION."
"110000586349","AIR","NC0000003701900063","AIR MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000586349","AIRS/AFS","3703700063","AIR MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000586349","EIS","8430611","CRITERIA AIR POLLUTANT MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000586349","RCRAINFO","NCD000830919","SQG","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000586349","TRIS","27559CPFRS500CP","TRI REPORTER","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000586358","TRIS","27576MRDHSSTATE","TRI REPORTER","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110000586358","AIR","NC0000003705100147","AIR SYNTHETIC MINOR","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110000586358","AIRS/AFS","3710100147","AIR SYNTHETIC MINOR","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110000586358","RCRAINFO","NCD986186542","UNSPECIFIED UNIVERSE","493190","PRIMARY","OTHER WAREHOUSING AND STORAGE."
"110000586367","NC-FITS","538","STATE MASTER","333313","UNKNOWN","OFFICE MACHINERY MANUFACTURING."
"110000586367","AIR","NC0000003703500059","AIR MINOR","333313","PRIMARY","OFFICE MACHINERY MANUFACTURING."
"110000586367","TRIS","27596DZTCNUSROU","TRI REPORTER","333313","PRIMARY","OFFICE MACHINERY MANUFACTURING."
"110000586367","RCRAINFO","NCD002146793","UNSPECIFIED UNIVERSE","339999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING."
"110000586367","AIRS/AFS","3706900059","AIR MINOR","333313","PRIMARY","OFFICE MACHINERY MANUFACTURING."
"110000586376","E-GGRT","1006242","GREENHOUSE GAS REPORTER","212392","PRIMARY","PHOSPHATE ROCK MINING."
"110000586376","RMP","100000093551","RMP REPORTER","325312","UNKNOWN","PHOSPHATIC FERTILIZER MANUFACTURING."
"110000586376","RMP","100000093551","RMP REPORTER","32531","UNKNOWN","FERTILIZER MANUFACTURING"
"110000586376","E-GGRT","1006242","GREENHOUSE GAS REPORTER","325312","SECONDARY","PHOSPHATIC FERTILIZER MANUFACTURING."
"110000586376","EIS","8479311","HAZARDOUS AIR POLLUTANT MAJOR","325312","PRIMARY","PHOSPHATIC FERTILIZER MANUFACTURING."
"110000586376","TRIS","27806TXSGLHIGHW","TRI REPORTER","212392","UNKNOWN","PHOSPHATE ROCK MINING."
"110000586376","ICIS","6685004","ENFORCEMENT/COMPLIANCE ACTIVITY","212392","SECONDARY","PHOSPHATE ROCK MINING."
"110000586376","NC-FITS","828","STATE MASTER","325312","UNKNOWN","PHOSPHATIC FERTILIZER MANUFACTURING."
"110000586376","RCRAINFO","NCD041519364","SQG","212392","PRIMARY","PHOSPHATE ROCK MINING."
"110000586376","AIR","NC0000003700700071","AIR MAJOR","325312","PRIMARY","PHOSPHATIC FERTILIZER MANUFACTURING."
"110000586376","RCRAINFO","NCD041519364","SQG","325312","SECONDARY","PHOSPHATIC FERTILIZER MANUFACTURING."
"110000586376","AIRS/AFS","3701300071","AIR MAJOR","325312","PRIMARY","PHOSPHATIC FERTILIZER MANUFACTURING."
"110000586376","TRIS","27806TXSGLHIGHW","TRI REPORTER","325312","PRIMARY","PHOSPHATIC FERTILIZER MANUFACTURING."
"110000586394","EIS","7828111","AIR MINOR","333414","PRIMARY","HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING."
"110000586394","RCRAINFO","NCD075575191","LQG","333414","PRIMARY","HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING."
"110000586394","AIRS/AFS","3714700219","AIR MINOR","333414","PRIMARY","HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING."
"110000586394","AIR","NC0000003707400219","AIR MINOR","333414","PRIMARY","HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING."
"110000586394","NC-FITS","2040","STATE MASTER","333414","UNKNOWN","HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING."
"110000586394","TRIS","27828STRLNSOUTH","TRI REPORTER","333414","PRIMARY","HEATING EQUIPMENT (EXCEPT WARM AIR FURNACES) MANUFACTURING."
"110000586401","E-GGRT","1001771","GREENHOUSE GAS REPORTER","325411","SECONDARY","MEDICINAL AND BOTANICAL MANUFACTURING."
"110000586401","TRIS","27835BRRGHINTER","TRI REPORTER","325411","UNKNOWN","MEDICINAL AND BOTANICAL MANUFACTURING."
"110000586401","AIR","NC0000003707400021","AIR MAJOR","325222","PRIMARY","NONCELLULOSIC ORGANIC FIBER MANUFACTURING."
"110000586401","RCRAINFO","NCD047373766","TSD","325998","SECONDARY","ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING."
"110000586401","E-GGRT","1001771","GREENHOUSE GAS REPORTER","326199","SECONDARY","ALL OTHER PLASTICS PRODUCT MANUFACTURING."
"110000586401","RCRAINFO","NCD047373766","TSD","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110000586401","NC-FITS","4337","STATE MASTER","325412","UNKNOWN","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110000586401","RCRAINFO","NCD047373766","LQG","325998","SECONDARY","ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING."
"110000586401","RCRAINFO","NCD047373766","LQG","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110000586401","E-GGRT","1001771","GREENHOUSE GAS REPORTER","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110000586401","AIRS/AFS","3714700021","AIR MAJOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110000586401","AIR","NC0000003707400021","AIR MAJOR","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110000586401","NC-FITS","4337","STATE MASTER","111191","UNKNOWN","OILSEED AND GRAIN COMBINATION FARMING."
"110000586401","TRIS","27835BRRGHINTER","TRI REPORTER","325412","PRIMARY","PHARMACEUTICAL PREPARATION MANUFACTURING."
"110000586401","RMP","100000085089","RMP REPORTER","32541","UNKNOWN","PHARMACEUTICAL AND MEDICINE MANUFACTURING"
"110000586410","NC-FITS","772","STATE MASTER","313312","UNKNOWN","TEXTILE AND FABRIC FINISHING (EXCEPT BROADWOVEN FABRIC) MILLS."
"110000586410","AIRS/AFS","3711700006","AIR MAJOR","313312","PRIMARY","TEXTILE AND FABRIC FINISHING (EXCEPT BROADWOVEN FABRIC) MILLS."
"110000586410","TRIS","27840WSTPNHIGHW","TRI REPORTER","313312","PRIMARY","TEXTILE AND FABRIC FINISHING (EXCEPT BROADWOVEN FABRIC) MILLS."
"110000586465","AIRS/AFS","3701300047","AIR MINOR","313311","PRIMARY","BROADWOVEN FABRIC FINISHING MILLS."
"110000586465","NC-FITS","3148","STATE MASTER","313311","UNKNOWN","BROADWOVEN FABRIC FINISHING MILLS."
"110000586465","TRIS","27889NTNLSWEST3","TRI REPORTER","313311","PRIMARY","BROADWOVEN FABRIC FINISHING MILLS."
"110000586465","AIR","NC0000003700700047","AIR MINOR","313311","PRIMARY","BROADWOVEN FABRIC FINISHING MILLS."
"110000586492","AIRS/AFS","3719500081","AIR SYNTHETIC MINOR","311119","PRIMARY","OTHER ANIMAL FOOD MANUFACTURING."
"110000586492","AIR","NC0000003709800081","AIR SYNTHETIC MINOR","311119","PRIMARY","OTHER ANIMAL FOOD MANUFACTURING."
"110000586492","TRIS","27893PRNMLHWY30","TRI REPORTER","311119","PRIMARY","OTHER ANIMAL FOOD MANUFACTURING."
"110000586544","NC-FITS","432","STATE MASTER","336399","UNKNOWN","ALL OTHER MOTOR VEHICLE PARTS MANUFACTURING."
"110000586544","AIRS/AFS","3707100137","AIR MAJOR","336399","PRIMARY","ALL OTHER MOTOR VEHICLE PARTS MANUFACTURING."
"110000586544","AIR","NC0000003703600137","AIR MAJOR","336399","PRIMARY","ALL OTHER MOTOR VEHICLE PARTS MANUFACTURING."
"110000586553","RMP","100000055334","RMP REPORTER","32522","UNKNOWN","ARTIFICIAL AND SYNTHETIC FIBERS AND FILAMENTS MANUFACTURING"
"110000586553","RMP","100000055334","RMP REPORTER","31511","UNKNOWN","HOSIERY AND SOCK MILLS"
"110000586553","AIR","NC0000003707100053","AIR MAJOR","325222","PRIMARY","NONCELLULOSIC ORGANIC FIBER MANUFACTURING."
"110000586553","TRIS","28053GLBMN3145N","TRI REPORTER","325222","PRIMARY","NONCELLULOSIC ORGANIC FIBER MANUFACTURING."
"110000586553","NC-FITS","1747","STATE MASTER","325222","UNKNOWN","NONCELLULOSIC ORGANIC FIBER MANUFACTURING."
"110000586553","AIRS/AFS","3707100053","AIR MAJOR","325222","PRIMARY","NONCELLULOSIC ORGANIC FIBER MANUFACTURING."
"110000586553","RCRAINFO","NCD051330280","UNSPECIFIED UNIVERSE","314999","PRIMARY","ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS."
"110000586599","TRIS","28115FLTWDUSHWY","TRI REPORTER","321991","PRIMARY","MANUFACTURED HOME (MOBILE HOME) MANUFACTURING."
"110000586615","RCRAINFO","NCD083682229","UNSPECIFIED UNIVERSE","493110","PRIMARY","GENERAL WAREHOUSING AND STORAGE."
"110000586615","TRIS","28139BRYHLHWY22","TRI REPORTER","337121","PRIMARY","UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING."
"110000586624","RCRAINFO","NCD083673616","LQG","313320","PRIMARY","FABRIC COATING MILLS."
"110000586624","AIRS/AFS","3716100082","AIR MAJOR","313320","PRIMARY","FABRIC COATING MILLS."
"110000586624","TRIS","28139RVSBRRAILR","TRI REPORTER","313320","PRIMARY","FABRIC COATING MILLS."
"110000586624","AIR","NC0000003708100082","AIR MAJOR","313320","PRIMARY","FABRIC COATING MILLS."
"110000586642","EIS","8446411","AIR SYNTHETIC MINOR","325211","PRIMARY","PLASTICS MATERIAL AND RESIN MANUFACTURING."
"110000586642","TRIS","28150HCHSTHWY19","TRI REPORTER","325211","PRIMARY","PLASTICS MATERIAL AND RESIN MANUFACTURING."
"110000586642","RCRAINFO","NCD003446721","SQG","325211","PRIMARY","PLASTICS MATERIAL AND RESIN MANUFACTURING."
"110000586642","NC-FITS","318","STATE MASTER","325211","UNKNOWN","PLASTICS MATERIAL AND RESIN MANUFACTURING."
"110000586642","AIRS/AFS","3704500081","AIR MAJOR","325211","PRIMARY","PLASTICS MATERIAL AND RESIN MANUFACTURING."
"110000586642","AIR","NC0000003702300081","AIR MAJOR","325211","PRIMARY","PLASTICS MATERIAL AND RESIN MANUFACTURING."
"110000586660","RCRAINFO","NCD002571438","UNSPECIFIED UNIVERSE","332813","PRIMARY","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING."
"110000586660","RCRAINFO","NCD002571438","UNSPECIFIED UNIVERSE","33991","SECONDARY","JEWELRY AND SILVERWARE MANUFACTURING"
"110000586660","TRIS","28216BCNDS724NI","TRI REPORTER","332813","PRIMARY","ELECTROPLATING, PLATING, POLISHING, ANODIZING, AND COLORING."
"110000586688","EIS","7977711","AIR SYNTHETIC MINOR","325613","PRIMARY","SURFACE ACTIVE AGENT MANUFACTURING."
"110000586688","AIR","NC0000003706000687","AIR SYNTHETIC MINOR","325613","PRIMARY","SURFACE ACTIVE AGENT MANUFACTURING."
"110000586688","AIRS/AFS","3711900687","AIR SYNTHETIC MINOR","325132","PRIMARY","SYNTHETIC ORGANIC DYE AND PIGMENT MANUFACTURING."
"110000586688","RCRAINFO","NCD001810365","TSD","221320","PRIMARY","SEWAGE TREATMENT FACILITIES."
"110000586688","TRIS","28266SNDZCNCHIG","TRI REPORTER","562219","PRIMARY","OTHER NONHAZARDOUS WASTE TREATMENT AND DISPOSAL."
"110000586688","RCRAINFO","NCD001810365","SQG","221320","PRIMARY","SEWAGE TREATMENT FACILITIES."
"110000586722","RCRAINFO","NCD041467267","UNSPECIFIED UNIVERSE","339999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING."
"110000586722","NC-FITS","14677","STATE MASTER","333991","UNKNOWN","POWER-DRIVEN HANDTOOL MANUFACTURING."
"110000586722","TRIS","28306BLCKDHWY30","TRI REPORTER","333991","PRIMARY","POWER-DRIVEN HANDTOOL MANUFACTURING."
"110000586722","AIRS/AFS","3705100007","AIR SYNTHETIC MINOR","333991","PRIMARY","POWER-DRIVEN HANDTOOL MANUFACTURING."
"110000586722","EIS","8123011","HAZARDOUS AIR POLLUTANT MAJOR","333991","PRIMARY","POWER-DRIVEN HANDTOOL MANUFACTURING."
"110000586740","TRIS","28328KVTTS711SW","TRI REPORTER","337127","PRIMARY","INSTITUTIONAL FURNITURE MANUFACTURING."
"110000586740","RCRAINFO","NCD051821403","SQG","337127","PRIMARY","INSTITUTIONAL FURNITURE MANUFACTURING."
"110000586740","TRIS","28328KVTTS711SW","TRI REPORTER","326199","UNKNOWN","ALL OTHER PLASTICS PRODUCT MANUFACTURING."
"110000586740","EIS","15605411","AIR MINOR","337127","PRIMARY","INSTITUTIONAL FURNITURE MANUFACTURING."
"110000586740","NC-FITS","1563","STATE MASTER","337127","UNKNOWN","INSTITUTIONAL FURNITURE MANUFACTURING."
"110000586740","EIS","8376211","AIR EMISSIONS CLASSIFICATION UNKNOWN","325991","PRIMARY","CUSTOM COMPOUNDING OF PURCHASED RESINS."
"110000586740","AIRS/AFS","3716300130","AIR MINOR","337127","PRIMARY","INSTITUTIONAL FURNITURE MANUFACTURING."
"110000586740","AIR","NC0000003708200130","AIR MINOR","337127","PRIMARY","INSTITUTIONAL FURNITURE MANUFACTURING."
"110000586811","AIRS/AFS","3715500011","AIR MINOR","316211","PRIMARY","RUBBER AND PLASTICS FOOTWEAR MANUFACTURING."
"110000586811","NC-FITS","144","STATE MASTER","316211","UNKNOWN","RUBBER AND PLASTICS FOOTWEAR MANUFACTURING."
"110000586811","TRIS","28358CNVRSHWY72","TRI REPORTER","316211","PRIMARY","RUBBER AND PLASTICS FOOTWEAR MANUFACTURING."
"110000586820","AIRS/AFS","3715500185","AIR MINOR","321991","PRIMARY","MANUFACTURED HOME (MOBILE HOME) MANUFACTURING."
"110000586820","EIS","8009411","HAZARDOUS AIR POLLUTANT MAJOR","321991","PRIMARY","MANUFACTURED HOME (MOBILE HOME) MANUFACTURING."
"110000586820","TRIS","28359FLTWDHWY74","TRI REPORTER","321991","PRIMARY","MANUFACTURED HOME (MOBILE HOME) MANUFACTURING."
"110000586820","NC-FITS","1499","STATE MASTER","321991","UNKNOWN","MANUFACTURED HOME (MOBILE HOME) MANUFACTURING."
"110000586866","AIR","NC0000003706500274","AIR MINOR","321213","PRIMARY","ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING."
"110000586866","EIS","8422611","AIR MINOR","321213","PRIMARY","ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING."
"110000586866","AIRS/AFS","3712900274","AIR MINOR","321213","PRIMARY","ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING."
"110000586866","TRIS","28401LSNPC2706H","TRI REPORTER","321212","PRIMARY","SOFTWOOD VENEER AND PLYWOOD MANUFACTURING."
"110000586866","NC-FITS","864","STATE MASTER","321213","UNKNOWN","ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING."
"110000586866","TRIS","28401LSNPC2706H","TRI REPORTER","321213","PRIMARY","ENGINEERED WOOD MEMBER (EXCEPT TRUSS) MANUFACTURING."
"110000586884","TRIS","28439MRMRKHWY76","TRI REPORTER","326199","PRIMARY","ALL OTHER PLASTICS PRODUCT MANUFACTURING."
"110000586900","TRIS","28453SMTHBHWY11","TRI REPORTER","424710","PRIMARY","PETROLEUM BULK STATIONS AND TERMINALS."
"110000586928","RMP","100000102729","RMP REPORTER","31111","UNKNOWN","ANIMAL FOOD MANUFACTURING"
"110000586928","TRIS","28503TXSGLHIGHW","TRI REPORTER","311119","PRIMARY","OTHER ANIMAL FOOD MANUFACTURING."
"110000586937","TRIS","28516PRKRMHWY10","TRI REPORTER","336612","PRIMARY","BOAT BUILDING."
"110000586937","AIRS/AFS","3703100120","AIR MAJOR","336612","PRIMARY","BOAT BUILDING."
"110000586937","AIR","NC0000003701600120","AIR MAJOR","336612","PRIMARY","BOAT BUILDING."
"110000586937","RCRAINFO","NCD982087009","SQG","33999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING"
"110000586937","EIS","8369111","HAZARDOUS AIR POLLUTANT MAJOR","336612","PRIMARY","BOAT BUILDING."
"110000586955","AIRS/AFS","3703500301","AIR MINOR","337121","PRIMARY","UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING."
"110000586955","TRIS","28601LXVLFNCHWY","TRI REPORTER","337121","PRIMARY","UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING."
"110000586955","NC-FITS","277","STATE MASTER","337121","UNKNOWN","UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING."
"110000586973","EIS","8328011","HAZARDOUS AIR POLLUTANT MAJOR","337122","PRIMARY","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110000586973","AIRS/AFS","3703500273","AIR SYNTHETIC MINOR","337122","PRIMARY","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110000586973","RCRAINFO","NCD081427023","UNSPECIFIED UNIVERSE","11111","PRIMARY","SOYBEAN FARMING"
"110000586973","NC-FITS","2773","STATE MASTER","337122","UNKNOWN","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110000586973","AIR","NC0000003701800273","AIR SYNTHETIC MINOR","337122","PRIMARY","NONUPHOLSTERED WOOD HOUSEHOLD FURNITURE MANUFACTURING."
"110000586973","TRIS","28610STHRNPOBOX","TRI REPORTER","337121","PRIMARY","UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING."
"110000587008","TRIS","28655BRCKTGOLDM","TRI REPORTER","321114","PRIMARY","WOOD PRESERVATION."
"110000587017","RCRAINFO","NCD991279118","UNSPECIFIED UNIVERSE","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110000587017","TRIS","28658MRDTHSTJAM","TRI REPORTER","323111","PRIMARY","COMMERCIAL GRAVURE PRINTING."
"110000587044","EIS","7810811","AIR EMISSIONS CLASSIFICATION UNKNOWN","325612","PRIMARY","POLISH AND OTHER SANITATION GOOD MANUFACTURING."
"110000587044","TRIS","28675PNRCLECLIP","TRI REPORTER","325998","UNKNOWN","ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING."
"110000587044","TRIS","28675PNRCLECLIP","TRI REPORTER","325612","PRIMARY","POLISH AND OTHER SANITATION GOOD MANUFACTURING."
"110000587044","TRIS","28675PNRCLECLIP","TRI REPORTER","325611","UNKNOWN","SOAP AND OTHER DETERGENT MANUFACTURING."
"110000587053","AIR","NC0000003700300015","AIR MINOR","312229","PRIMARY","OTHER TOBACCO PRODUCT MANUFACTURING."
"110000587053","RCRAINFO","NCR000142604","UNSPECIFIED UNIVERSE","339999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING."
"110000587053","AIRS/AFS","3700500015","AIR MINOR","312229","PRIMARY","OTHER TOBACCO PRODUCT MANUFACTURING."
"110000587053","NC-FITS","2157","STATE MASTER","312229","UNKNOWN","OTHER TOBACCO PRODUCT MANUFACTURING."
"110000587053","RCRAINFO","NCD003466505","SQG","339999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING."
"110000587053","TRIS","28675SPRTNHWY21","TRI REPORTER","339999","PRIMARY","ALL OTHER MISCELLANEOUS MANUFACTURING."
"110000587071","NC-FITS","15033","STATE MASTER","221112","UNKNOWN","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000587071","EIS","8392811","CRITERIA AIR POLLUTANT MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000587071","AIR","NCBUN0003702100628","AIR MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000587071","ICIS","3000033991","ENFORCEMENT/COMPLIANCE ACTIVITY","221112","SECONDARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000587071","TRIS","28704SHVLL200CP","TRI REPORTER","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000587071","CAMDBS","2706","AIR PROGRAM","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000587071","AIRS/AFS","3702100628","AIR MAJOR","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000587071","E-GGRT","1007180","GREENHOUSE GAS REPORTER","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000587071","RCRAINFO","NCD000830638","SQG","221112","PRIMARY","FOSSIL FUEL ELECTRIC POWER GENERATION."
"110000587080","RMP","100000177667","RMP REPORTER","49312","UNKNOWN","REFRIGERATED WAREHOUSING AND STORAGE"
"110000587080","TRIS","28711NGLSM1560U","TRI REPORTER","424690","PRIMARY","OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS."
"110000587106","TRIS","28732STLCSCANEC","TRI REPORTER","337211","PRIMARY","WOOD OFFICE FURNITURE MANUFACTURING."
"110000587106","AIRS/AFS","3708900177","AIR MAJOR","337211","PRIMARY","WOOD OFFICE FURNITURE MANUFACTURING."
"110000587106","RCRAINFO","NCD062572391","UNSPECIFIED UNIVERSE","337211","PRIMARY","WOOD OFFICE FURNITURE MANUFACTURING."
"110000587106","EIS","8440711","HAZARDOUS AIR POLLUTANT MAJOR","337211","PRIMARY","WOOD OFFICE FURNITURE MANUFACTURING."
"110000587106","NC-FITS","60","STATE MASTER","337211","UNKNOWN","WOOD OFFICE FURNITURE MANUFACTURING."
"110000587133","TRIS","28752WLSNMRT4BO","TRI REPORTER","326191","PRIMARY","PLASTICS PLUMBING FIXTURE MANUFACTURING."
"110000587133","AIRS/AFS","3711100174","AIR MINOR","326191","PRIMARY","PLASTICS PLUMBING FIXTURE MANUFACTURING."
